id,name,sell,process,stats,obtained_monster,obtained_map,type,image_paths
1211,Jade Wings,Unknown,unknown,Base ATK: 47; DEX %: 6; MaxMP: 300; CSPD: 20; Wind Element: 1; Long Range Damage %: 3; Base Stability %: 60,Jade Raptor(Lv 79) (ID: 361); Jade Raptor(Lv 69) (ID: 914); Jade Raptor(Lv 89) (ID: 915); Jade Raptor(Lv 99) (ID: 916); Jade Raptor(Lv 119) (ID: 917),Gravel Terrace; Gravel Terrace; Gravel Terrace; Gravel Terrace; Gravel Terrace,Magic Device,"['appearance/magic device/jade wings_male', 'appearance/magic device/jade wings_female']"
1212,Jade Raptor,1 Spina,2 Mana,MaxMP: 300; CSPD: 100; Attack MP Recovery: 1,Jade Raptor(Lv 79) (ID: 361); Jade Raptor(Lv 89) (ID: 915); Jade Raptor(Lv 99) (ID: 916); Jade Raptor(Lv 119) (ID: 917); Jade Raptor (Megiston 2017)(Lv 120) (ID: 1031),Gravel Terrace; Gravel Terrace; Gravel Terrace; Gravel Terrace; Event,Armor Crysta,[]
1213,Mana Supply Stone,Unknown,unknown,Attack MP Recovery: 3,,[NPC] Synthesist: Mubia; Sofya City: Synthesist; [Player] Alchemy Skill,Usable,[]
1214,Stab-Proof Sheet,Unknown,unknown,Physical Resistance %: 5,,[NPC] Synthesist: Mubia; Sofya City: Synthesist; [Player] Alchemy Skill,Usable,[]
1215,Magic Barrier Wand,Unknown,unknown,Magic Resistance %: 5,,[NPC] Synthesist: Mubia; Sofya City: Synthesist; [Player] Alchemy Skill,Usable,[]
1216,Shock Absorbing Cream,Unknown,unknown,VIT: 7; Guard Power %: 7; Guard Recharge %: 7,,[NPC] Synthesist: Mubia; Sofya City: Synthesist; [Player] Alchemy Skill,Usable,[]
1217,Tricorn,20 Spina,10 Cloth,Base DEF: 13; Dodge: 5; Critical Rate: 5; % stronger against Water: 5; Wind resistance %: -15,,,Additional,"['appearance/additional/tricorn_male', 'appearance/additional/tricorn_female']"
1218,Knife Shaft,Unknown,unknown,Base ATK: 20; Critical Damage: 1; Evasion Recharge %: 10; Base Stability %: 0; Bowgun only:Weapon ATK: 30,,,Dagger,[]
1219,Carrot Soda Soup,1 Spina,,HP: 1500,,,Usable,[]
1220,1st Anniv Sword,25 Spina,12 Metal,Base ATK: 29; STR %: 1; ATK %: 1; Magic Resistance %: 6; Attack MP Recovery: 2; Base Stability %: 80,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword_male', 'appearance/1 handed sword/1st anniv sword_female']"
1221,1st Anniv Sword II,50 Spina,25 Metal,Base ATK: 55; STR %: 2; ATK %: 2; Magic Resistance %: 9; Attack MP Recovery: 4; Base Stability %: 80,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword ii_male', 'appearance/1 handed sword/1st anniv sword ii_female']"
1222,1st Anniv Sword III,75 Spina,37 Metal,Base ATK: 87; STR %: 3; ATK %: 3; Magic Resistance %: 12; Attack MP Recovery: 6; Base Stability %: 80,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword iii_male', 'appearance/1 handed sword/1st anniv sword iii_female']"
1223,1st Anniv Greatsword,25 Spina,12 Metal,Base ATK: 43; STR %: 1; Critical Rate: 3; Guard Recharge %: 2; Short Range Damage %: 1; Base Stability %: 70,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword_male', 'appearance/2 handed sword/1st anniv greatsword_female']"
1224,1st Anniv Greatsword II,50 Spina,25 Metal,Base ATK: 82; STR %: 2; Critical Rate: 6; Guard Recharge %: 4; Short Range Damage %: 2; Base Stability %: 70,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword ii_male', 'appearance/2 handed sword/1st anniv greatsword ii_female']"
1225,1st Anniv Greatsword III,75 Spina,37 Metal,Base ATK: 130; STR %: 3; Critical Rate: 9; Guard Recharge %: 6; Short Range Damage %: 3; Base Stability %: 70,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword iii_male', 'appearance/2 handed sword/1st anniv greatsword iii_female']"
1226,1st Anniv Bow,25 Spina,12 Wood,Base ATK: 17; DEX %: 1; Accuracy %: 3; Critical Damage: 2; Long Range Damage %: 1; Base Stability %: 60; Attack Range (m): 10,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/1st anniv bow_male', 'appearance/bow/1st anniv bow_female']"
1227,1st Anniv Bow II,50 Spina,25 Wood,Base ATK: 33; DEX %: 2; Accuracy %: 6; Critical Damage: 4; Long Range Damage %: 2; Base Stability %: 60; Attack Range (m): 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/1st anniv bow ii_male', 'appearance/bow/1st anniv bow ii_female']"
1228,1st Anniv Bow III,75 Spina,37 Wood,Base ATK: 52; DEX %: 3; Accuracy %: 9; Critical Damage: 6; Long Range Damage %: 3; Base Stability %: 60; Attack Range (m): 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/1st anniv bow iii_male', 'appearance/bow/1st anniv bow iii_female']"
1229,1st Anniv Bowgun,25 Spina,12 Wood,Base ATK: 23; DEX %: 1; ATK %: 1; Physical Pierce %: 3; ASPD: 100; Base Stability %: 50; Attack Range (m): 8,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/1st anniv bowgun_male', 'appearance/bowgun/1st anniv bowgun_female']"
1230,1st Anniv Bowgun II,50 Spina,25 Wood,Base ATK: 44; DEX %: 2; ATK %: 2; Physical Pierce %: 6; ASPD: 200; Base Stability %: 50; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/1st anniv bowgun ii_male', 'appearance/bowgun/1st anniv bowgun ii_female']"
1231,1st Anniv Bowgun III,75 Spina,37 Wood,Base ATK: 69; DEX %: 3; ATK %: 3; Physical Pierce %: 9; ASPD: 300; Base Stability %: 50; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/1st anniv bowgun iii_male', 'appearance/bowgun/1st anniv bowgun iii_female']"
1232,1st Anniv Staff,25 Spina,12 Wood,Base ATK: 29; INT %: 1; MaxMP: 100; MATK %: 1; Physical Resistance %: 6; Base Stability %: 60,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/1st anniv staff_male', 'appearance/staff/1st anniv staff_female']"
1233,1st Anniv Staff II,50 Spina,23 Wood,Base ATK: 55; INT %: 2; MaxMP: 200; MATK %: 2; Physical Resistance %: 9; Base Stability %: 60,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/1st anniv staff ii_male', 'appearance/staff/1st anniv staff ii_female']"
1234,1st Anniv Staff III,75 Spina,37 Wood,Base ATK: 87; INT %: 3; MaxMP: 300; MATK %: 3; Physical Resistance %: 12; Base Stability %: 60,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/1st anniv staff iii_male', 'appearance/staff/1st anniv staff iii_female']"
1235,1st Anniv Wings,25 Spina,12 Mana,Base ATK: 14; INT %: 1; MATK %: 1; CSPD: 100; Evasion Recharge %: 6; Base Stability %: 70,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/1st anniv wings_male', 'appearance/magic device/1st anniv wings_female']"
1236,1st Anniv Wings II,50 Spina,25 Mana,Base ATK: 27; INT %: 2; MATK %: 2; CSPD: 200; Evasion Recharge %: 9; Base Stability %: 70,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/1st anniv wings ii_male', 'appearance/magic device/1st anniv wings ii_female']"
1237,1st Anniv Wings III,75 Spina,37 Mana,Base ATK: 43; INT %: 3; MATK %: 3; CSPD: 300; Evasion Recharge %: 12; Base Stability %: 70,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/1st anniv wings iii_male', 'appearance/magic device/1st anniv wings iii_female']"
1238,1st Anniv Knuckles,25 Spina,12 Metal,Base ATK: 20; AGI %: 1; MaxHP: 300; Dodge %: 6; Short Range Damage %: 1; Base Stability %: 90,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/1st anniv knuckles_male', 'appearance/knuckles/1st anniv knuckles_female']"
1239,1st Anniv Knuckles II,50 Spina,25 Metal,Base ATK: 38; AGI %: 2; MaxHP: 600; Dodge %: 9; Short Range Damage %: 2; Base Stability %: 90,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/1st anniv knuckles ii_male', 'appearance/knuckles/1st anniv knuckles ii_female']"
1240,1st Anniv Knuckles III,75 Spina,37 Metal,Base ATK: 60; AGI %: 3; MaxHP: 900; Dodge %: 12; Short Range Damage %: 3; Base Stability %: 90,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/1st anniv knuckles iii_male', 'appearance/knuckles/1st anniv knuckles iii_female']"
1241,1st Anniv Sword,25 Spina,12 Metal,Base ATK: 29; Base Stability %: 80; Potential: 19,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword_male', 'appearance/1 handed sword/1st anniv sword_female']"
1242,1st Anniv Sword II,50 Spina,25 Metal,Base ATK: 55; Base Stability %: 80; Potential: 23,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword ii_male', 'appearance/1 handed sword/1st anniv sword ii_female']"
1243,1st Anniv Sword III,75 Spina,37 Metal,Base ATK: 87; Base Stability %: 80; Potential: 27,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/1st anniv sword iii_male', 'appearance/1 handed sword/1st anniv sword iii_female']"
1244,1st Anniv Greatsword,25 Spina,12 Metal,Base ATK: 43; Base Stability %: 70; Potential: 19,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword_male', 'appearance/2 handed sword/1st anniv greatsword_female']"
1245,1st Anniv Greatsword II,50 Spina,25 Metal,Base ATK: 82; Base Stability %: 70; Potential: 23,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword ii_male', 'appearance/2 handed sword/1st anniv greatsword ii_female']"
1246,1st Anniv Greatsword III,75 Spina,37 Metal,Base ATK: 130; Base Stability %: 70; Potential: 27,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/1st anniv greatsword iii_male', 'appearance/2 handed sword/1st anniv greatsword iii_female']"
1247,1st Anniv Bow,25 Spina,12 Wood,Base ATK: 17; Base Stability %: 60; Potential: 19; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/1st anniv bow_male', 'appearance/bow/1st anniv bow_female']"
1248,1st Anniv Bow II,50 Spina,25 Wood,Base ATK: 33; Base Stability %: 60; Potential: 23; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/1st anniv bow ii_male', 'appearance/bow/1st anniv bow ii_female']"
1249,1st Anniv Bow III,75 Spina,37 Wood,Base ATK: 52; Base Stability %: 60; Potential: 27; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/1st anniv bow iii_male', 'appearance/bow/1st anniv bow iii_female']"
1250,1st Anniv Bowgun,25 Spina,12 Wood,Base ATK: 23; Base Stability %: 50; Potential: 19; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/1st anniv bowgun_male', 'appearance/bowgun/1st anniv bowgun_female']"
1251,1st Anniv Bowgun II,50 Spina,25 Wood,Base ATK: 44; Base Stability %: 50; Potential: 23; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/1st anniv bowgun ii_male', 'appearance/bowgun/1st anniv bowgun ii_female']"
1252,1st Anniv Bowgun III,75 Spina,37 Wood,Base ATK: 69; Base Stability %: 50; Potential: 27; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/1st anniv bowgun iii_male', 'appearance/bowgun/1st anniv bowgun iii_female']"
1253,1st Anniv Staff,25 Spina,12 Wood,Base ATK: 29; Base Stability %: 60; Potential: 19,,[Player] Smith Skill,Staff,"['appearance/staff/1st anniv staff_male', 'appearance/staff/1st anniv staff_female']"
1254,1st Anniv Staff II,50 Spina,23 Wood,Base ATK: 55; Base Stability %: 60; Potential: 23,,[Player] Smith Skill,Staff,"['appearance/staff/1st anniv staff ii_male', 'appearance/staff/1st anniv staff ii_female']"
1255,1st Anniv Staff III,75 Spina,37 Wood,Base ATK: 87; Base Stability %: 60; Potential: 27,,[Player] Smith Skill,Staff,"['appearance/staff/1st anniv staff iii_male', 'appearance/staff/1st anniv staff iii_female']"
1256,1st Anniv Wings,25 Spina,12 Mana,Base ATK: 14; Base Stability %: 70; Potential: 19,,[Player] Smith Skill,Magic Device,"['appearance/magic device/1st anniv wings_male', 'appearance/magic device/1st anniv wings_female']"
1257,1st Anniv Wings II,50 Spina,25 Mana,Base ATK: 27; Base Stability %: 70; Potential: 23,,[Player] Smith Skill,Magic Device,"['appearance/magic device/1st anniv wings ii_male', 'appearance/magic device/1st anniv wings ii_female']"
1258,1st Anniv Wings III,75 Spina,37 Mana,Base ATK: 43; Base Stability %: 70; Potential: 27,,[Player] Smith Skill,Magic Device,"['appearance/magic device/1st anniv wings iii_male', 'appearance/magic device/1st anniv wings iii_female']"
1259,1st Anniv Knuckles,25 Spina,12 Metal,Base ATK: 20; Base Stability %: 90; Potential: 19,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/1st anniv knuckles_male', 'appearance/knuckles/1st anniv knuckles_female']"
1260,1st Anniv Knuckles II,50 Spina,25 Metal,Base ATK: 38; Base Stability %: 90; Potential: 23,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/1st anniv knuckles ii_male', 'appearance/knuckles/1st anniv knuckles ii_female']"
1261,1st Anniv Knuckles III,75 Spina,37 Metal,Base ATK: 60; Base Stability %: 90; Potential: 27,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/1st anniv knuckles iii_male', 'appearance/knuckles/1st anniv knuckles iii_female']"
1262,Copper 1st Anniv Medal,3 Spina,1 Mana,,Festival Golem Type A(Lv 25) (ID: 363); Festival Golem Type B(Lv 25) (ID: 364); Festival Golem Type C(Lv 25) (ID: 365),Event; Event; Event,Material,[]
1263,Silver 1st Anniv Medal,30 Spina,5 Mana,,Fighter Mochelo(Lv 50) (ID: 366); Warrior Minotaur(Lv 50) (ID: 367); Priest Warmonger(Lv 50) (ID: 368),Event; Event; Event,Material,[]
1264,Gold 1st Anniv Medal,300 Spina,25 Mana,,False God(Lv 75) (ID: 369); Faithful Guardian(Lv 75) (ID: 370); Outer World Soldier(Lv 75) (ID: 371); Zega(Lv 100) (ID: 386),Event; Event; Event; Event,Material,[]
1265,1st Anniv Shield,20 Spina,12 Metal,Base DEF: 0; VIT %: 1; Guard Power %: 24; Guard Recharge %: 8; Aggro %: 3,Anniv Equipment Box I (ID: 3050),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/1st anniv shield_male', 'appearance/shield/1st anniv shield_female']"
1266,1st Anniv Shield II,50 Spina,25 Metal,Base DEF: 5; VIT %: 2; Guard Power %: 27; Guard Recharge %: 9; Aggro %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/1st anniv shield ii_male', 'appearance/shield/1st anniv shield ii_female']"
1267,1st Anniv Shield III,75 Spina,37 Metal,Base DEF: 10; VIT %: 3; Guard Power %: 30; Guard Recharge %: 10; Aggro %: 9,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/1st anniv shield iii_male', 'appearance/shield/1st anniv shield iii_female']"
1268,Gladiator Armor,Unknown,unknown,Base DEF: 16; Guard Recharge %: 10; Evasion Recharge %: 10; Weapon ATK %: 10,Megiston(Lv 160) (ID: 1298); Megiston(Lv 170) (ID: 1299); Megiston(Lv 180) (ID: 1300); Megiston(Lv 200) (ID: 1301); Megiston(Lv 160) (ID: 1708); Megiston(Lv 170) (ID: 1709); Megiston(Lv 180) (ID: 1710); Megiston(Lv 200) (ID: 1711),[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue; Anniversary Arena: 3rd Venue,Armor,"['appearance/armor/gladiator armor (normal)_male', 'appearance/armor/gladiator armor (normal)_female', 'appearance/armor/gladiator armor (light)_male', 'appearance/armor/gladiator armor (light)_female', 'appearance/armor/gladiator armor (heavy)_male', 'appearance/armor/gladiator armor (heavy)_female']"
1269,Megiston,1 Spina,2 Mana,STR: 1; INT: 1; VIT: 1; AGI: 1; DEX: 1; MaxHP: 100; MaxMP: 50,Zega(Lv 100) (ID: 386); Zega(Lv 150) (ID: 827),Event; Event,Normal Crysta,[]
1270,Knight Armor,60 Spina,30 Metal,Base DEF: 50; MaxHP: 300; Accuracy: 15; Dark resistance %: 10; MaxMP %: 5,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Armor,"['appearance/armor/knight armor (normal)_male', 'appearance/armor/knight armor (normal)_female', 'appearance/armor/knight armor (light)_male', 'appearance/armor/knight armor (light)_female', 'appearance/armor/knight armor (heavy)_male', 'appearance/armor/knight armor (heavy)_female']"
1271,Blaster Bow,70 Spina,35 Metal,Base ATK: 48; ATK %: 1; Physical Resistance %: 5; Accuracy %: -6; Guard Recharge %: 1; % stronger against Neutral: 25; Base Stability %: 60,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/blaster bow_male', 'appearance/bow/blaster bow_female']"
1272,Edged Bowgun,60 Spina,30 Metal,Base ATK: 55; Critical Rate %: 8; Critical Damage %: 4; Guard Recharge %: 6; Base Stability %: 50; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/edged bowgun_male', 'appearance/bowgun/edged bowgun_female']"
1274,Iron Thorns,Unknown,unknown,Base ATK: 48; ATK %: 3; Accuracy %: -6; Critical Rate %: 50; Base Stability %: 90,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/iron thorns_male', 'appearance/knuckles/iron thorns_female']"
1275,Marble Shield,70 Spina,35 Metal,Base DEF: 9; Guard Power %: 20; Guard Recharge %: 20; Aggro %: 6; Attack MP Recovery: 2,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/marble shield_male', 'appearance/shield/marble shield_female']"
1276,Bandage Eyepatch,Unknown,unknown,Base DEF: 25; INT %: 3; VIT %: -9; MATK %: 3; Weapon ATK %: 3,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/bandage eyepatch_male', 'appearance/additional/bandage eyepatch_female']"
1277,Trinity Earrings,Unknown,unknown,Base DEF: 2; Natural MP Regen %: 10; MDEF %: 10; Magic Resistance %: 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/trinity earrings_male', 'appearance/additional/trinity earrings_female']"
1278,Knight Armor,60 Spina,30 Metal,Base DEF: 50; Potential: 24,,[Player] Smith Skill,Armor,"['appearance/armor/knight armor (normal)_male', 'appearance/armor/knight armor (normal)_female', 'appearance/armor/knight armor (light)_male', 'appearance/armor/knight armor (light)_female', 'appearance/armor/knight armor (heavy)_male', 'appearance/armor/knight armor (heavy)_female']"
1279,Blaster Bow,70 Spina,35 Metal,Base ATK: 48; Base Stability %: 60; Potential: 26,,[Player] Smith Skill,Bow,"['appearance/bow/blaster bow_male', 'appearance/bow/blaster bow_female']"
1280,Edged Bowgun,60 Spina,30 Metal,Base ATK: 55; Base Stability %: 50; Potential: 24; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/edged bowgun_male', 'appearance/bowgun/edged bowgun_female']"
1282,Iron Thorns,Unknown,unknown,Base ATK: 48; Base Stability %: 90; Potential: 24,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/iron thorns_male', 'appearance/knuckles/iron thorns_female']"
1283,Sunlight Potum,1 Spina,2 Mana,MaxHP %: -5; MaxMP: -75; ASPD: 300; CSPD: 300,Sunlight Potum(Lv 100) (ID: 362); Sunlight Potum(Lv 100) (ID: 489),Event; Event,Additional Crysta,[]
1284,Forehead Protector,17 Spina,8 Cloth,Base DEF: 12; MaxHP: 1500; DEF: 15; Physical Resistance %: 1,Sunlight Potum(Lv 100) (ID: 489); Sunlight Potum(Lv 100) (ID: 489); Sunlight Potum(Lv 100) (ID: 362); Sunlight Potum(Lv 100) (ID: 489),A B 44; Event; A B 38; Event; A B 42; Event; A B 42; Event,Additional,"['appearance/additional/forehead protector_male', 'appearance/additional/forehead protector_female']"
1285,Regera III,10 Spina,3 Medicine,HP: 50,Outerworld Soldier(Lv 115) (ID: 1656); Outerworld Soldier(Lv 95) (ID: 1653); Outerworld Soldier(Lv 85) (ID: 1650); Outerworld Soldier(Lv 75) (ID: 1647); Outerworld Soldier(Lv 115) (ID: 1237); Outerworld Soldier(Lv 95) (ID: 1234); Outerworld Soldier(Lv 85) (ID: 1231); Outerworld Soldier(Lv 75) (ID: 1228); Faithful Guardian(Lv 115) (ID: 797); Faithful Guardian(Lv 95) (ID: 796); Faithful Guardian(Lv 85) (ID: 795); Faithful Guardian(Lv 75) (ID: 794); False God(Lv 75) (ID: 369),[NPC] Synthesist: Mubia; Sofya City: Synthesist; [NPC] Supply Depot; Dikkit Sector; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; Anniversary Arena: 1st Venue; [NPC] General Store: Adala; Hora Diomedea; Event; Event; Event; Event; Event; [Player] Alchemy Skill; [NPC] General Store: Kifa; Draco Town,Usable,[]
